genome_id,kingdom,specie,protein,mono_score,dimer_score,class,genome_predominant_architecture_type
GCA_000708715.2,Pseudomonadati,Pseudomonas putida,JENB01000015.1_13368_14624,,584.0,dimeric,predominantly_dimeric
GCA_000708715.2,Pseudomonadati,Pseudomonas putida,JENB01000015.1_10730_12955,1322.9,,monomeric,predominantly_dimeric
GCA_000708715.2,Pseudomonadati,Pseudomonas putida,JENB01000031.1_28983_30074,,234.0,dimeric,predominantly_dimeric
GCA_000708755.2,Bacillati,Metabacillus indicus,JGVU02000002.1_1460047_1461159,,248.1,dimeric,predominantly_dimeric
GCA_000708755.2,Bacillati,Metabacillus indicus,JGVU02000002.1_1525229_1526497,,598.8,dimeric,predominantly_dimeric
GCA_000708885.1,Bacillati,Cellulomonas sp. HZM,JEOE01000012.1_64221_65438,,435.7,dimeric,predominantly_dimeric
GCA_000708885.1,Bacillati,Cellulomonas sp. HZM,JEOE01000016.1_27963_29021,,233.5,dimeric,predominantly_dimeric
GCA_000709345.1,Pseudomonadati,Polaromonas glacialis,KL448323.1_1334960_1336213,,581.4,dimeric,predominantly_dimeric
GCA_000709345.1,Pseudomonadati,Polaromonas glacialis,KL448323.1_1800750_1801856,,204.1,dimeric,predominantly_dimeric
GCA_000709345.1,Pseudomonadati,Polaromonas glacialis,KL448323.1_2023591_2024676,,251.9,dimeric,predominantly_dimeric
GCA_000709345.1,Pseudomonadati,Polaromonas glacialis,KL448323.1_3745778_3748015,1270.8,,monomeric,predominantly_dimeric
GCA_000709795.1,Pseudomonadati,Bartonella bacilliformis,KL503804.1_59236_60450,,428.7,dimeric,predominantly_dimeric
GCA_000710345.2,Bacillati,Curtobacterium sp. S6,JHEL01000015.1_643865_644971,,238.4,dimeric,ambiguous
GCA_000710345.2,Bacillati,Curtobacterium sp. S6,JHEL01000015.1_857646_859868,1270.2,,monomeric,ambiguous
GCA_000710465.2,Bacillati,Kitasatospora sp. MBT63,JAIZ01000277.1_943_3162,1293.7,,monomeric,ambiguous
GCA_000710465.2,Bacillati,Kitasatospora sp. MBT63,JAIZ01000326.1_3983_5020,,229.9,dimeric,ambiguous
GCA_000710585.3,Bacillati,Clostridium botulinum,JENP01000038.1_14586_15584,,433.3,dimeric,predominantly_dimeric
GCA_000710605.1,Methanobacteriati,Natrinema thermotolerans,JDTG01000014.1_693280_694260,,279.0,dimeric,predominantly_dimeric
GCA_000710605.1,Methanobacteriati,Natrinema thermotolerans,JDTG01000010.1_213077_214339,,548.7,dimeric,predominantly_dimeric
GCA_000710615.1,Methanobacteriati,Haladaptatus cibarius,JDTH01000002.1_1257953_1258936,,278.8,dimeric,predominantly_dimeric
GCA_000710615.1,Methanobacteriati,Haladaptatus cibarius,JDTH01000001.1_702358_703623,,540.4,dimeric,predominantly_dimeric
GCA_000710735.1,Pseudomonadati,Allofrancisella heilbronnii,AWHF01000031.1_67207_69423,1249.9,,monomeric,ambiguous
GCA_000710735.1,Pseudomonadati,Allofrancisella heilbronnii,AWHF01000042.1_11327_12829,,243.3,dimeric,ambiguous
GCA_000710785.1,Pseudomonadati,Pseudomonas putida,JALX01000247.1_10586_11842,,586.0,dimeric,predominantly_dimeric
GCA_000710785.1,Pseudomonadati,Pseudomonas putida,JALX01000247.1_7873_10098,1323.2,,monomeric,predominantly_dimeric
GCA_000710785.1,Pseudomonadati,Pseudomonas putida,JALX01000170.1_3594_4676,,238.1,dimeric,predominantly_dimeric
GCA_000710915.1,Bacillati,Nocardia brasiliensis,BAUA01000104.1_18820_19896,,231.2,dimeric,predominantly_dimeric
GCA_000710915.1,Bacillati,Nocardia brasiliensis,BAUA01000053.1_11906_13012,,209.0,dimeric,predominantly_dimeric
GCA_000710915.1,Bacillati,Nocardia brasiliensis,BAUA01000048.1_23567_24784,,424.4,dimeric,predominantly_dimeric
GCA_000710915.1,Bacillati,Nocardia brasiliensis,BAUA01000076.1_4727_5734,,227.6,dimeric,predominantly_dimeric
GCA_000710915.1,Bacillati,Nocardia brasiliensis,BAUA01000068.1_11398_12492,,306.8,dimeric,predominantly_dimeric
GCA_000710935.1,unknown,unknown,BAYV01000006.1_41616_42680,,222.2,dimeric,predominantly_dimeric
GCA_000710935.1,unknown,unknown,BAYV01000006.1_66376_67590,,433.8,dimeric,predominantly_dimeric
GCA_000711195.1,Pseudomonadati,Thiomicrospira pelophila,JOMR01000001.1_295323_297557,1276.7,,monomeric,ambiguous
GCA_000711195.1,Pseudomonadati,Thiomicrospira pelophila,JOMR01000001.1_692673_693749,,245.5,dimeric,ambiguous
GCA_000711225.1,Pseudomonadati,Pelobacter seleniigenes,JOMG01000001.1_34644_36863,1229.4,,monomeric,predominantly_dimeric
GCA_000711225.1,Pseudomonadati,Pelobacter seleniigenes,JOMG01000004.1_818327_819412,,251.0,dimeric,predominantly_dimeric
GCA_000711225.1,Pseudomonadati,Pelobacter seleniigenes,JOMG01000004.1_374629_375720,,235.8,dimeric,predominantly_dimeric
GCA_000711235.1,Pseudomonadati,Prevotella sp. 10(H),JOMI01000001.1_796928_799273,61.0,,monomeric,ambiguous
GCA_000711235.1,Pseudomonadati,Prevotella sp. 10(H),JOMI01000006.1_7916_10291,285.8,,monomeric,ambiguous
GCA_000711235.1,Pseudomonadati,Prevotella sp. 10(H),JOMI01000007.1_807679_808749,,220.5,dimeric,ambiguous
GCA_000711235.1,Pseudomonadati,Prevotella sp. 10(H),JOMI01000009.1_638284_639507,,418.2,dimeric,ambiguous
GCA_000711245.1,Pseudomonadati,Polycyclovorans algicola,JOMH01000001.1_3104379_3105458,,202.4,dimeric,ambiguous
GCA_000711245.1,Pseudomonadati,Polycyclovorans algicola,JOMH01000001.1_2118617_2120932,1283.7,27.6,monomeric,ambiguous
GCA_000711295.1,Pseudomonadati,Desulfohalovibrio reitneri,JOMJ01000001.1_27069_28223,,522.2,dimeric,predominantly_dimeric
GCA_000711295.1,Pseudomonadati,Desulfohalovibrio reitneri,JOMJ01000003.1_458035_459117,,241.8,dimeric,predominantly_dimeric
GCA_000711315.1,Pseudomonadati,Hydrogenovibrio marinus,JOML01000002.1_1180126_1181199,,247.3,dimeric,ambiguous
GCA_000711315.1,Pseudomonadati,Hydrogenovibrio marinus,JOML01000002.1_675502_677721,1307.3,,monomeric,ambiguous
GCA_000711715.1,Pseudomonadati,Sphingomonas astaxanthinifaciens,JONN01000001.1_858946_860163,,442.2,dimeric,predominantly_dimeric
GCA_000711725.1,Pseudomonadati,Muricoccus aerilatus,JONP01000001.1_374302_375396,,288.3,dimeric,predominantly_dimeric
GCA_000711725.1,Pseudomonadati,Muricoccus aerilatus,JONP01000004.1_224763_225977,,432.3,dimeric,predominantly_dimeric
GCA_000711725.1,Pseudomonadati,Muricoccus aerilatus,JONP01000010.1_92876_93985,,230.1,dimeric,predominantly_dimeric
GCA_000711725.1,Pseudomonadati,Muricoccus aerilatus,JONP01000012.1_95705_96775,,241.1,dimeric,predominantly_dimeric
GCA_000711725.1,Pseudomonadati,Muricoccus aerilatus,JONP01000001.1_306815_307894,,236.4,dimeric,predominantly_dimeric
GCA_000711735.1,Pseudomonadati,Maridesulfovibrio frigidus,JONL01000001.1_563385_564605,,507.0,dimeric,predominantly_dimeric
GCA_000711735.1,Pseudomonadati,Maridesulfovibrio frigidus,JONL01000006.1_140584_141654,,240.1,dimeric,predominantly_dimeric
GCA_000711795.1,Pseudomonadati,Vibrio pacinii,JONH01000010.1_261258_262349,,242.6,dimeric,ambiguous
GCA_000711795.1,Pseudomonadati,Vibrio pacinii,KL543977.1_34375_36600,1318.1,,monomeric,ambiguous
GCA_000711805.1,Pseudomonadati,Vibrio rhizosphaerae,JONG01000020.1_128817_131042,1325.2,,monomeric,ambiguous
GCA_000711805.1,Pseudomonadati,Vibrio rhizosphaerae,JONG01000010.1_248534_249625,,239.0,dimeric,ambiguous
GCA_000711825.1,Bacillati,[Clostridium] aminophilum,JONJ01000011.1_50634_51722,,243.1,dimeric,predominantly_dimeric
GCA_000711825.1,Bacillati,[Clostridium] aminophilum,JONJ01000002.1_196100_197101,,402.9,dimeric,predominantly_dimeric
GCA_000711825.1,Bacillati,[Clostridium] aminophilum,JONJ01000001.1_296226_297290,,242.6,dimeric,predominantly_dimeric
GCA_000711825.1,Bacillati,[Clostridium] aminophilum,JONJ01000001.1_395418_396419,,390.6,dimeric,predominantly_dimeric
GCA_000711875.1,Pseudomonadati,Andreprevotia chitinilytica,JONM01000002.1_165255_166478,,594.0,dimeric,predominantly_dimeric
GCA_000711875.1,Pseudomonadati,Andreprevotia chitinilytica,JONM01000005.1_297222_298286,,245.9,dimeric,predominantly_dimeric
GCA_000711885.1,Pseudomonadati,Chromobacterium haemolyticum,KL543996.1_140121_141365,,600.0,dimeric,predominantly_dimeric
GCA_000711885.1,Pseudomonadati,Chromobacterium haemolyticum,KL543995.1_20730_21794,,236.7,dimeric,predominantly_dimeric
GCA_000711885.1,Pseudomonadati,Chromobacterium haemolyticum,KL543996.1_141549_143786,1282.4,,monomeric,predominantly_dimeric
GCA_000711895.1,Pseudomonadati,Photorhabdus australis,JONO01000005.1_106637_108802,,266.4,dimeric,predominantly_dimeric
GCA_000711895.1,Pseudomonadati,Photorhabdus australis,JONO01000027.1_55836_56936,,235.2,dimeric,predominantly_dimeric
GCA_000711895.1,Pseudomonadati,Photorhabdus australis,JONO01000009.1_73944_74108,,67.7,dimeric,predominantly_dimeric
GCA_000711895.1,Pseudomonadati,Photorhabdus australis,JONO01000009.1_83503_84756,,609.1,dimeric,predominantly_dimeric
GCA_000711905.1,Methanobacteriati,Methermicoccus shengliensis,JONQ01000014.1_23236_24387,,275.5,dimeric,predominantly_dimeric
GCA_000711905.1,Methanobacteriati,Methermicoccus shengliensis,KL543983.1_96973_97962,,277.3,dimeric,predominantly_dimeric
GCA_000711905.1,Methanobacteriati,Methermicoccus shengliensis,KL543983.1_126470_127495,,283.6,dimeric,predominantly_dimeric
GCA_000711955.1,Pseudomonadati,Nevskia soli,JONR01000035.1_22612_24849,1266.5,,monomeric,predominantly_dimeric
GCA_000711955.1,Pseudomonadati,Nevskia soli,JONR01000009.1_1421_2452,,360.4,dimeric,predominantly_dimeric
GCA_000711955.1,Pseudomonadati,Nevskia soli,JONR01000001.1_390504_392276,,543.7,dimeric,predominantly_dimeric
GCA_000711955.1,Pseudomonadati,Nevskia soli,JONR01000025.1_39494_40564,,253.0,dimeric,predominantly_dimeric
GCA_000711965.1,Bacillati,Actinomyces israelii,JONS01000034.1_1169_2239,,232.0,dimeric,ambiguous
GCA_000711965.1,Bacillati,Actinomyces israelii,JONS01000014.1_49648_51867,1131.1,,monomeric,ambiguous
GCA_000711975.1,Bacillati,Desulfofalx alkaliphila,JONT01000018.1_14323_15387,,269.9,dimeric,predominantly_dimeric
GCA_000711975.1,Bacillati,Desulfofalx alkaliphila,JONT01000010.1_42448_43452,,452.5,dimeric,predominantly_dimeric
GCA_000711985.1,Pseudomonadati,Rheinheimera texasensis,KL544007.1_86498_87505,,392.7,dimeric,predominantly_dimeric
GCA_000711985.1,Pseudomonadati,Rheinheimera texasensis,KL544006.1_92047_94275,1350.5,,monomeric,predominantly_dimeric
GCA_000711985.1,Pseudomonadati,Rheinheimera texasensis,KL544005.1_1156301_1157368,,234.2,dimeric,predominantly_dimeric
GCA_000712035.1,Bacillati,Salinicoccus luteus,JONV01000006.1_176300_177565,,597.7,dimeric,predominantly_dimeric
GCA_000712035.1,Bacillati,Salinicoccus luteus,JONV01000007.1_143383_144441,,207.0,dimeric,predominantly_dimeric
GCA_000712035.1,Bacillati,Salinicoccus luteus,KL544008.1_341443_342549,,241.4,dimeric,predominantly_dimeric
GCA_000712055.1,Bacillati,Ruminococcus sp. HUN007,JOOA01000002.1_756167_757378,,401.5,dimeric,predominantly_dimeric
GCA_000712055.1,Bacillati,Ruminococcus sp. HUN007,JOOA01000002.1_889824_890897,,238.7,dimeric,predominantly_dimeric
GCA_000712075.1,Pseudomonadati,Caulobacter sp. UNC358MFTsu5.1,JONW01000010.1_87162_88376,,432.3,dimeric,predominantly_dimeric
GCA_000712075.1,Pseudomonadati,Caulobacter sp. UNC358MFTsu5.1,JONW01000009.1_343028_344104,,217.1,dimeric,predominantly_dimeric
GCA_000712075.1,Pseudomonadati,Caulobacter sp. UNC358MFTsu5.1,JONW01000006.1_376665_377717,,214.8,dimeric,predominantly_dimeric
GCA_000712135.1,Pseudomonadati,Sphingomonas sp. UNC305MFCol5.2,JOOE01000002.1_892317_893369,,255.4,dimeric,predominantly_dimeric
GCA_000712135.1,Pseudomonadati,Sphingomonas sp. UNC305MFCol5.2,JOOE01000001.1_80463_81683,,431.6,dimeric,predominantly_dimeric
GCA_000712595.1,Bacillati,Bacillus manliponensis,JOTN01000010.1_68100_69392,,597.5,dimeric,predominantly_dimeric
GCA_000712595.1,Bacillati,Bacillus manliponensis,JOTN01000003.1_63930_64997,,221.2,dimeric,predominantly_dimeric
GCA_000712915.1,Bacillati,Staphylococcus warneri,JOPU01000039.1_112307_113575,,588.9,dimeric,predominantly_dimeric
GCA_000712915.1,Bacillati,Staphylococcus warneri,JOPU01000031.1_3825_4868,,223.6,dimeric,predominantly_dimeric
GCA_000714535.1,Pseudomonadati,Thioclava pacifica,AUND01000012.1_418730_419833,,242.2,dimeric,predominantly_dimeric
GCA_000714535.1,Pseudomonadati,Thioclava pacifica,AUND01000034.1_259687_261891,1196.5,,monomeric,predominantly_dimeric
GCA_000714535.1,Pseudomonadati,Thioclava pacifica,AUND01000034.1_262007_263221,,436.2,dimeric,predominantly_dimeric
GCA_000714545.1,Pseudomonadati,Thioclava indica,AUNB01000025.1_38231_39304,,223.5,dimeric,predominantly_dimeric
GCA_000714545.1,Pseudomonadati,Thioclava indica,AUNB01000084.1_133143_134348,,244.6,dimeric,predominantly_dimeric
GCA_000714545.1,Pseudomonadati,Thioclava indica,AUNB01000035.1_20449_21579,,196.8,dimeric,predominantly_dimeric
GCA_000714545.1,Pseudomonadati,Thioclava indica,AUNB01000029.1_130425_131636,,430.0,dimeric,predominantly_dimeric
GCA_000714545.1,Pseudomonadati,Thioclava indica,AUNB01000025.1_37137_38219,,231.8,dimeric,predominantly_dimeric
GCA_000714555.1,Pseudomonadati,Thalassospira permensis,AUNC01000021.1_17553_18767,,434.4,dimeric,predominantly_dimeric
GCA_000714555.1,Pseudomonadati,Thalassospira permensis,AUNC01000023.1_156712_157815,,228.8,dimeric,predominantly_dimeric
GCA_000714555.1,Pseudomonadati,Thalassospira permensis,AUNC01000072.1_123488_124546,,261.1,dimeric,predominantly_dimeric
GCA_000714715.1,Pseudomonadati,Candidatus Magnetobacterium casense,JMFO01000003.1_136909_137976,,255.5,dimeric,predominantly_dimeric
GCA_000714715.1,Pseudomonadati,Candidatus Magnetobacterium casense,JMFO01000029.1_24562_25662,,456.3,dimeric,predominantly_dimeric
GCA_000714765.1,Pseudomonadati,Erythrobacter sp. JL475,JMIV01000002.1_790717_791940,,435.5,dimeric,predominantly_dimeric
GCA_000714765.1,Pseudomonadati,Erythrobacter sp. JL475,JMIV01000002.1_889907_890971,,235.1,dimeric,predominantly_dimeric
GCA_000714795.1,Pseudomonadati,Erythrobacter litoralis,JMIX01000009.1_225675_226895,,440.4,dimeric,predominantly_dimeric
GCA_000714795.1,Pseudomonadati,Erythrobacter litoralis,JMIX01000009.1_318552_319610,,236.7,dimeric,predominantly_dimeric
GCA_000714815.1,Pseudomonadati,Anditalea andensis,JMIH01000013.1_18830_21235,32.1,,monomeric,predominantly_monomeric
GCA_000714815.1,Pseudomonadati,Anditalea andensis,JMIH01000014.1_116800_118254,,467.4,dimeric,predominantly_monomeric
GCA_000714815.1,Pseudomonadati,Anditalea andensis,JMIH01000014.1_506529_507611,,228.0,dimeric,predominantly_monomeric
GCA_000714815.1,Pseudomonadati,Anditalea andensis,JMIH01000019.1_10491_12725,1330.0,,monomeric,predominantly_monomeric
GCA_000714815.1,Pseudomonadati,Anditalea andensis,JMIH01000022.1_364997_367369,26.3,,monomeric,predominantly_monomeric
GCA_000714935.1,Bacillati,Tumebacillus flagellatus,JMIR01000028.1_18211_19500,,602.6,dimeric,predominantly_dimeric
GCA_000714935.1,Bacillati,Tumebacillus flagellatus,JMIR01000015.1_57228_58307,,257.3,dimeric,predominantly_dimeric
GCA_000715015.1,Pseudomonadati,Erythrobacter longus,JMIW01000001.1_690943_692163,,438.5,dimeric,predominantly_dimeric
GCA_000715015.1,Pseudomonadati,Erythrobacter longus,JMIW01000001.1_802788_803852,,243.2,dimeric,predominantly_dimeric
GCA_000715495.1,Pseudomonadati,Hymenobacter sp. IS2118,JNLX01000031.1_17918_19150,,422.5,dimeric,predominantly_dimeric
GCA_000715495.1,Pseudomonadati,Hymenobacter sp. IS2118,JNLX01000034.1_58223_60649,67.1,,monomeric,predominantly_dimeric
GCA_000715495.1,Pseudomonadati,Hymenobacter sp. IS2118,JNLX01000083.1_11395_12393,,391.2,dimeric,predominantly_dimeric
GCA_000715495.1,Pseudomonadati,Hymenobacter sp. IS2118,JNLX01000130.1_4000_5265,,585.1,dimeric,predominantly_dimeric
GCA_000715495.1,Pseudomonadati,Hymenobacter sp. IS2118,JNLX01000165.1_106986_108476,,455.2,dimeric,predominantly_dimeric
GCA_000715495.1,Pseudomonadati,Hymenobacter sp. IS2118,JNLX01000186.1_3925_5046,,219.6,dimeric,predominantly_dimeric
GCA_000715505.1,Pseudomonadati,Thioclava dalianensis,JHEH01000001.1_139148_140362,,437.0,dimeric,predominantly_dimeric
GCA_000715505.1,Pseudomonadati,Thioclava dalianensis,JHEH01000002.1_93386_94444,,227.1,dimeric,predominantly_dimeric
GCA_000715505.1,Pseudomonadati,Thioclava dalianensis,JHEH01000005.1_62278_64470,1171.0,,monomeric,predominantly_dimeric
GCA_000715505.1,Pseudomonadati,Thioclava dalianensis,JHEH01000021.1_21437_22540,,246.8,dimeric,predominantly_dimeric
GCA_000715845.1,Bacillati,Streptomyces monomycini,JNYL01000100.1_55038_57260,1309.9,,monomeric,predominantly_dimeric
GCA_000715845.1,Bacillati,Streptomyces monomycini,KL571143.1_3521_4741,,389.1,dimeric,predominantly_dimeric
GCA_000715845.1,Bacillati,Streptomyces monomycini,KL571055.1_147955_148995,,236.0,dimeric,predominantly_dimeric
GCA_000715855.1,Bacillati,Actinoplanes liguriensis,KL571200.1_30534_31748,,438.4,dimeric,predominantly_dimeric
GCA_000715855.1,Bacillati,Actinoplanes liguriensis,KL571205.1_16185_17180,,203.1,dimeric,predominantly_dimeric
GCA_000715855.1,Bacillati,Actinoplanes liguriensis,KL571250.1_84284_85366,,212.8,dimeric,predominantly_dimeric
GCA_000716085.1,Bacillati,Streptomyces sp. NRRL B-24501,KL574092.1_25148_26191,,237.4,dimeric,predominantly_monomeric
GCA_000716085.1,Bacillati,Streptomyces sp. NRRL B-24501,KL574105.1_56687_58267,740.7,,monomeric,predominantly_monomeric
GCA_000716085.1,Bacillati,Streptomyces sp. NRRL B-24501,KL574105.1_55822_56640,463.5,,monomeric,predominantly_monomeric
GCA_000716335.1,Bacillati,Streptomyces sp. NRRL S-118,JOBL01000099.1_56178_57401,,275.9,dimeric,predominantly_dimeric
GCA_000716335.1,Bacillati,Streptomyces sp. NRRL S-118,KL591026.1_98132_100354,1331.4,,monomeric,predominantly_dimeric
GCA_000716335.1,Bacillati,Streptomyces sp. NRRL S-118,KL591007.1_29358_30401,,232.5,dimeric,predominantly_dimeric
GCA_000716545.1,Bacillati,Kitasatospora phosalacinea,JNWZ01000031.1_39677_41896,1295.7,,monomeric,ambiguous
GCA_000716545.1,Bacillati,Kitasatospora phosalacinea,JNWZ01000126.1_312_1349,,235.8,dimeric,ambiguous
GCA_000716605.1,Bacillati,Streptomyces sp. NRRL F-525,JNXE01000002.1_410397_412616,1289.7,,monomeric,ambiguous
GCA_000716605.1,Bacillati,Streptomyces sp. NRRL F-525,JNXE01000016.1_180331_181374,,236.0,dimeric,ambiguous
GCA_000716755.1,Bacillati,Saccharothrix syringae,JNYO01000019.1_151568_152608,,227.0,dimeric,predominantly_dimeric
GCA_000716755.1,Bacillati,Saccharothrix syringae,JNYO01000040.1_32794_34014,,430.0,dimeric,predominantly_dimeric
GCA_000716875.1,Bacillati,Streptomyces novaecaesareae,JNWQ01000009.1_108077_110299,1295.1,,monomeric,ambiguous
GCA_000716875.1,Bacillati,Streptomyces novaecaesareae,JNWQ01000031.1_3629_4666,,232.9,dimeric,ambiguous
GCA_000717135.1,Bacillati,Catenuloplanes japonicus,JNXY01000027.1_163633_164661,,221.0,dimeric,predominantly_dimeric
GCA_000717135.1,Bacillati,Catenuloplanes japonicus,JNXY01000006.1_4248_5462,,424.7,dimeric,predominantly_dimeric
GCA_000717135.1,Bacillati,Catenuloplanes japonicus,JNXY01000015.1_124266_125267,,243.4,dimeric,predominantly_dimeric
GCA_000717135.1,Bacillati,Catenuloplanes japonicus,JNXY01000032.1_60095_61198,,208.4,dimeric,predominantly_dimeric
GCA_000717275.1,Bacillati,Kitasatospora arboriphila,JNYV01000005.1_267632_268645,,232.1,dimeric,predominantly_dimeric
GCA_000717275.1,Bacillati,Kitasatospora arboriphila,JNYV01000007.1_127830_128894,,290.8,dimeric,predominantly_dimeric
GCA_000717275.1,Bacillati,Kitasatospora arboriphila,JNYV01000008.1_31682_33919,1252.4,,monomeric,predominantly_dimeric
GCA_000717335.1,Bacillati,Amycolatopsis jejuensis,JNYZ01000005.1_101894_102958,,225.6,dimeric,predominantly_dimeric
GCA_000717335.1,Bacillati,Amycolatopsis jejuensis,JNYZ01000040.1_29627_30850,,422.8,dimeric,predominantly_dimeric
GCA_000717335.1,Bacillati,Amycolatopsis jejuensis,JNYZ01000016.1_163387_164427,,217.5,dimeric,predominantly_dimeric
GCA_000717335.1,Bacillati,Amycolatopsis jejuensis,JNYZ01000027.1_295694_296749,,243.3,dimeric,predominantly_dimeric
GCA_000717475.2,Pseudomonadati,Desulfonatronum thiodismutans,JPIK01000017.1_44759_45811,,250.3,dimeric,ambiguous
GCA_000717475.2,Pseudomonadati,Desulfonatronum thiodismutans,JPIK01000012.1_77997_80240,1258.3,,monomeric,ambiguous
GCA_000717565.2,Bacillati,Streptomyces lavendulae,JNZE01003305.1_2_253,135.2,,monomeric,predominantly_monomeric
GCA_000717565.2,Bacillati,Streptomyces lavendulae,JNZE01003306.1_2_178,70.2,,monomeric,predominantly_monomeric
GCA_000717565.2,Bacillati,Streptomyces lavendulae,JNZE01003304.1_1_498,298.6,,monomeric,predominantly_monomeric
GCA_000717565.2,Bacillati,Streptomyces lavendulae,JNZE01003303.1_155_1396,705.7,,monomeric,predominantly_monomeric
GCA_000717565.2,Bacillati,Streptomyces lavendulae,JNZE01001171.1_1_801,,151.9,dimeric,predominantly_monomeric
GCA_000717565.2,Bacillati,Streptomyces lavendulae,JNZE01001170.1_810_1106,,73.7,dimeric,predominantly_monomeric
GCA_000717565.2,Bacillati,Streptomyces lavendulae,JNZE01001159.1_1570_2637,,205.9,dimeric,predominantly_monomeric
GCA_000717715.1,Bacillati,Streptomyces sp. NRRL B-24484,JOAI01000029.1_3550_4587,,240.4,dimeric,ambiguous
GCA_000717715.1,Bacillati,Streptomyces sp. NRRL B-24484,JOAI01000003.1_36886_39105,1306.8,,monomeric,ambiguous
